2025-09-04 13:38:20,BlackStack/BlackStack/audit/build_manifest.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/config/route_approvals.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/config/snapshot_manifest.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/config/validate_manifest.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/__init__.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/__main__.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/cli.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/ipython.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/main.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/parser.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/variables.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/env/dotenv/version.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/modules/approval_gate.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/modules/manifest_parser.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/modules/persona_router.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/modules/refactor_engine.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/modules/registry_updater.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/modules/snapshot_logger.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/persona_ingest_orchestrator.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/registry_ingest_daemon.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/ingest/registry_scanner.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/Diagnostics/libcheck.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/deepseek/autonomy/autonomy_gui.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/deepseek/autonomy/deepseek_autonomy.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/deepseek_refactor_suggest.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/deepseek_registry_builder.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/deepseek_scan.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/deepseek_watchdog.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/diagnostics/libcheck.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/gui/main_gui.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/voice/audio_input.py,N/A,Context assimilation,observed
2025-09-04 13:38:20,BlackStack/BlackStack/modules/voice/audio_output.py,N/A,Context assimilation,observed
